City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,araouane,18.9048,-3.5265,28.64,9,99,4.31,ML,1680727299
297,umm lajj,25.0213,37.2685,23.89,53,97,2.38,SA,1680727299
298,upata,8.0086,-62.3989,29.0,34,99,2.96,VE,1680727300
299,cam ranh,11.9214,109.1591,24.98,88,0,0.0,VN,1680727301
300,rio gallegos,-51.6226,-69.2181,14.03,23,0,11.83,AR,1680727302
301,mahebourg,-20.4081,57.7,24.58,88,40,1.54,MU,1680727302
302,meulaboh,4.1363,96.1285,23.78,87,98,1.85,ID,1680727303
303,mareeba,-17.0,145.4333,21.91,93,99,0.68,AU,1680727303
304,sao filipe,14.8961,-24.4956,23.05,79,97,5.97,CV,1680727303
305,san quintin,30.4833,-115.95,16.23,48,28,5.8,MX,1680727304
306,aksha,50.2814,113.2867,-8.32,59,17,8.55,RU,1680727304
307,asfi,32.2994,-9.2372,16.9,82,0,5.09,MA,1680727305
308,mount isa,-20.7333,139.5,15.87,77,2,0.0,AU,1680727306
309,odienne,9.51,-7.5692,27.6,57,62,2.95,CI,1680727306
310,bangassou,4.7413,22.8184,24.16,57,55,1.86,CF,1680727306
311,ancud,-41.8697,-73.8203,11.96,90,100,0.95,CL,1680727307
312,mount gambier,-37.8333,140.7667,11.6,87,100,2.18,AU,1680727307
313,trelew,-43.249,-65.3051,28.15,26,0,8.23,AR,1680727047
314,sao francisco,-15.9486,-44.8644,26.79,50,75,2.33,BR,1680727013
315,misratah,32.3754,15.0925,17.14,71,18,6.87,LY,1680727309
316,alyangula,-13.8483,136.4192,27.49,78,97,3.99,AU,1680727309
317,luba,3.4568,8.5547,27.94,85,50,3.99,GQ,1680727309
318,lagunas,-5.2269,-75.6753,31.19,55,43,2.24,PE,1680727310
319,haines junction,60.7522,-137.5108,0.97,60,100,1.03,CA,1680727310
320,goderich,43.7501,-81.7165,16.18,94,100,3.6,CA,1680727311
321,tateyama,34.9833,139.8667,17.39,69,100,9.73,JP,1680727311
322,porvoo,60.3923,25.6651,4.28,88,100,4.85,FI,1680727312
323,evensk,61.95,159.2333,-7.03,94,100,1.87,RU,1680727312
324,aktau,43.65,51.2,8.32,56,100,3.06,KZ,1680727312
325,oriximina,-1.7656,-55.8661,26.75,87,80,0.82,BR,1680727313
326,severo-kurilsk,50.6789,156.125,-0.63,71,20,5.42,RU,1680727313
327,ribeira grande,38.5167,-28.7,17.1,88,20,5.14,PT,1680727314
328,grindavik,63.8424,-22.4338,4.97,81,75,5.14,IS,1680727314
329,kizukuri,40.8061,140.3861,12.51,69,100,1.9,JP,1680727314
330,altamont,42.2068,-121.7372,8.77,47,20,3.6,US,1680727315
331,eureka,40.8021,-124.1637,15.41,65,99,1.34,US,1680727315
332,vao,-22.6667,167.4833,25.23,82,1,6.34,NC,1680727316
333,zabol,32.25,67.25,8.43,34,0,4.68,AF,1680727316
334,puerto madryn,-42.7692,-65.0385,26.02,39,96,9.45,AR,1680727316
335,porto belo,-27.1578,-48.5531,23.98,80,100,6.1,BR,1680727317
336,omsukchan,62.5333,155.8,-17.03,99,98,2.32,RU,1680727317
337,elko,41.0002,-115.5012,0.01,45,5,1.34,US,1680727072
338,namatanai,-3.6667,152.4333,26.57,80,99,0.34,PG,1680727318
339,abha,18.2164,42.5053,15.9,82,0,2.57,SA,1680727318
340,bonfim,3.0833,-59.95,32.8,37,98,4.45,BR,1680727319
341,molokovo,58.1661,36.7628,1.9,90,100,3.09,RU,1680727319
342,turiacu,-1.6633,-45.3717,24.38,93,100,2.07,BR,1680727320
343,saarlouis,49.3167,6.75,4.92,66,20,0.99,DE,1680727322
344,mersing,2.4312,103.8405,21.95,100,20,2.57,MY,1680727322
345,port macquarie,-31.4333,152.9167,16.61,82,99,3.15,AU,1680727185
346,mehamn,71.0357,27.8492,1.95,80,0,4.12,NO,1680727323
347,oktyabrskoye,43.0645,44.7417,8.08,87,100,4.0,RU,1680727324
348,plouzane,48.3833,-4.6167,9.18,93,100,4.63,FR,1680727326
349,batagay,67.6333,134.6333,-28.52,100,86,0.42,RU,1680727327
350,aykhal,66.0,111.5,-13.81,94,100,6.89,RU,1680727327
351,rosario do sul,-30.2583,-54.9142,25.53,52,100,3.63,BR,1680727155
352,rundu,-17.9333,19.7667,22.9,47,100,1.66,NA,1680727328
353,hobyo,5.3505,48.5268,28.6,71,68,5.14,SO,1680727329
354,mangrul pir,20.3167,77.35,27.86,28,8,3.03,IN,1680727330
355,griffith,41.5284,-87.4237,13.92,77,100,14.92,US,1680727330
356,turek,52.0155,18.5005,0.34,55,11,2.38,PL,1680727331
357,hingorja,27.2109,68.416,26.75,15,0,1.99,PK,1680727332
358,tirlyanskiy,54.2109,58.5806,3.09,82,1,1.56,RU,1680727332
359,krapina,46.1608,15.8789,4.73,64,100,1.33,HR,1680727334
360,alta floresta,-9.8756,-56.0861,31.9,55,20,1.54,BR,1680727335
361,guerrero negro,27.9769,-114.0611,20.98,23,0,6.61,MX,1680727335
362,buraydah,26.326,43.975,23.25,14,56,4.85,SA,1680727213
363,marawi,7.9986,124.2928,18.46,95,75,0.58,PH,1680727337
364,porbandar,21.6422,69.6093,24.21,73,40,3.33,IN,1680727337
365,catuday,16.2923,119.8062,25.35,78,53,3.11,PH,1680727338
366,yar-sale,66.8333,70.8333,-19.18,92,100,9.87,RU,1680727339
367,wanning,18.8003,110.3967,25.21,93,8,5.39,CN,1680727339
368,erzin,36.9559,36.2,12.45,89,0,3.11,TR,1680727340
369,chunoyar,57.4467,97.3217,-8.52,95,99,1.47,RU,1680727341
370,ridgecrest,35.6225,-117.6709,14.27,18,20,2.57,US,1680727237
371,teguldet,57.3064,88.1667,-3.86,86,100,2.42,RU,1680727343
372,indramayu,-6.3264,108.32,25.39,86,100,3.59,ID,1680727344
373,burgeo,47.6167,-57.6152,-3.52,66,9,10.76,CA,1680727344
374,murgab,37.4966,61.9714,11.93,54,40,4.12,TM,1680727346
375,terbuny,52.1389,38.2789,8.24,80,100,3.31,RU,1680727346
376,maragogi,-9.0122,-35.2225,25.89,77,82,3.1,BR,1680727347
377,saskylakh,71.9167,114.0833,-18.08,96,100,3.87,RU,1680727347
378,gornopravdinsk,60.05,69.9,-0.48,99,100,0.52,RU,1680727348
379,gizo,-8.103,156.8419,27.92,76,100,1.13,SB,1680727349
380,nirasaki,35.7,138.45,13.6,70,100,0.68,JP,1680727349
381,metro,-5.1131,105.3067,22.62,93,100,1.98,ID,1680727350
382,bontang,0.1333,117.5,25.08,87,99,1.47,ID,1680727351
383,buala,-8.145,159.5921,27.76,78,100,1.17,SB,1680727352
384,nakano,36.75,138.3667,14.47,62,100,3.41,JP,1680727353
385,kathu,7.9178,98.3332,30.39,84,100,5.0,TH,1680727353
386,katobu,-4.9408,122.5276,23.31,87,100,0.17,ID,1680727355
387,xixiang,35.1628,112.865,11.44,43,95,10.03,CN,1680727356
388,almaznyy,48.0448,40.045,11.8,64,100,4.73,RU,1680727356
389,lata,40.1629,-8.3327,14.95,66,95,0.6,PT,1680727356
390,port hedland,-20.3167,118.5667,27.03,89,37,3.6,AU,1680727357
391,preobrazheniye,42.9019,133.9064,5.89,96,100,7.08,RU,1680727357
392,porkhov,57.765,29.5561,2.46,96,100,2.69,RU,1680727358
393,los llanos de aridane,28.6585,-17.9182,17.86,86,0,7.72,ES,1680727359
394,butterworth,5.3991,100.3638,25.02,94,20,1.54,MY,1680727359
395,yumen,40.2833,97.2,-1.28,26,0,1.65,CN,1680727359
396,tanout,14.9709,8.8879,28.68,6,26,5.17,NE,1680727360
397,nanakuli,21.3906,-158.1547,26.97,59,0,4.12,US,1680727360
398,banepa,27.6298,85.5214,13.96,72,20,2.06,NP,1680727361
399,madimba,-10.4,40.3333,25.62,94,20,5.14,TZ,1680727361
400,beloha,-25.1667,45.05,23.77,88,13,5.34,MG,1680727361
401,ossora,59.2353,163.0719,-4.26,93,100,1.97,RU,1680727362
402,nova vicosa,-17.8919,-39.3719,25.62,79,18,3.5,BR,1680727362
403,monkey bay,-14.0728,34.9201,22.53,78,71,6.75,MW,1680727363
404,belyy yar,53.6039,91.3903,-8.06,67,49,1.0,RU,1680727363
405,wad madani,14.4012,33.5199,31.26,11,83,5.11,SD,1680727364
406,labuhan,-6.8844,112.2051,24.82,89,23,2.34,ID,1680727364
407,khromtau,50.2503,58.4347,8.85,50,100,2.18,KZ,1680727364
408,magnor,59.9511,12.1996,2.85,92,95,3.53,SE,1680727365
409,sokolo,14.7328,-6.1219,33.8,8,23,3.28,ML,1680727365
410,anadyr,64.75,177.4833,-14.72,85,100,2.0,RU,1680727366
411,portland,45.5234,-122.6762,12.12,69,100,4.12,US,1680726852
412,san isidro,-12.1167,-77.05,28.77,65,0,4.12,PE,1680727368
413,moranbah,-22.0016,148.0466,23.43,74,2,1.17,AU,1680727368
414,riverton,40.5219,-111.9391,3.73,65,0,3.58,US,1680727369
415,mezen,65.8522,44.24,-14.25,97,65,1.39,RU,1680727369
416,bathsheba,13.2167,-59.5167,29.34,61,20,6.69,BB,1680727370
417,novikovo,51.1537,37.8879,10.04,75,100,4.85,RU,1680727370
418,davila,18.4726,120.5763,24.97,76,5,3.52,PH,1680727370
419,college,64.8569,-147.8028,-2.45,81,100,3.09,US,1680727371
420,bardiyah,31.7561,25.0865,15.74,70,0,1.25,LY,1680727371
421,chicama,-7.8447,-79.1469,29.3,65,93,4.62,PE,1680727372
422,oranjemund,-28.55,16.4333,20.57,51,2,2.56,NA,1680727372
423,vila franca do campo,37.7167,-25.4333,15.23,86,88,1.69,PT,1680727373
424,bengkulu,-3.8004,102.2655,23.1,92,98,1.91,ID,1680727319
425,shubarkuduk,49.1447,56.4872,10.62,44,57,0.63,KZ,1680727374
426,brae,60.3964,-1.353,7.28,97,100,7.29,GB,1680727374
427,svetlaya,46.5389,138.3297,2.94,62,100,3.21,RU,1680727374
428,geraldton,-28.7667,114.6,15.23,82,0,5.14,AU,1680727375
429,nicoya,10.1483,-85.452,33.98,39,59,4.06,CR,1680727375
430,jaru,-10.4389,-62.4664,27.46,89,53,0.86,BR,1680727376
431,varzea da palma,-17.5981,-44.7308,24.65,63,80,1.47,BR,1680727376
432,banjar,-8.19,114.9675,24.61,90,96,2.25,ID,1680727377
433,halifax,44.6453,-63.5724,6.39,35,100,2.06,CA,1680727188
434,susehri,40.1644,38.0867,6.93,90,86,1.79,TR,1680727377
435,tezu,27.9167,96.1667,18.08,76,82,1.55,IN,1680727378
436,mashivka,49.4431,34.8669,12.95,72,100,5.34,UA,1680727378
437,abaza,52.655,90.0928,-3.84,91,22,1.62,RU,1680727379
438,rio de janeiro,-22.9028,-43.2075,27.0,74,20,7.2,BR,1680727228
439,bundaberg,-24.85,152.35,20.68,93,2,0.45,AU,1680727379
440,bintulu,3.1667,113.0333,23.23,100,40,0.51,MY,1680727094
441,udachnyy,66.4167,112.4,-17.53,77,99,3.31,RU,1680727380
442,yuncheng,35.0231,110.9928,7.15,75,100,5.46,CN,1680727381
443,zeya,53.75,127.2667,-7.64,84,76,2.27,RU,1680727381
444,sompeta,18.9333,84.6,26.56,83,1,3.6,IN,1680727382
445,seymchan,62.8833,152.4333,-14.2,92,99,1.2,RU,1680727383
446,beringovskiy,63.05,179.3167,-11.07,95,98,0.74,RU,1680727384
447,gotsu,35.0,132.2167,17.83,77,100,6.27,JP,1680727384
448,mascote,-15.5631,-39.3025,23.17,95,94,1.28,BR,1680727385
449,mae hong son,19.3003,97.9685,21.37,51,16,0.54,TH,1680727386
450,huarmey,-10.0681,-78.1522,27.71,72,37,4.19,PE,1680727386
451,kaniama,-7.5667,24.1833,20.11,95,100,1.23,CD,1680727387
452,rayachoti,14.05,78.75,26.74,66,62,4.4,IN,1680727389
453,paraopeba,-19.2757,-44.4033,23.81,63,96,3.7,BR,1680727390
454,saldanha,-33.0117,17.9442,21.03,62,0,4.11,ZA,1680727391
455,eisenberg,50.9667,11.9,2.28,67,29,1.92,DE,1680727392
456,el reno,35.5323,-97.955,14.07,29,0,6.69,US,1680727393
457,bud,39.447,-86.1758,17.14,94,100,9.77,US,1680727393
458,nyrob,60.733,56.7202,-1.37,88,84,4.16,RU,1680727394
459,belaya gora,68.5333,146.4167,-17.58,96,100,1.57,RU,1680727395
460,xingcheng,40.6167,120.7167,6.58,35,100,2.59,CN,1680727395
461,dwarka,22.2394,68.9678,24.11,73,83,3.79,IN,1680727396
462,lazarev,52.225,141.5131,-6.12,84,22,1.81,RU,1680727396
463,waitati,-45.75,170.5667,10.6,52,2,6.36,NZ,1680727397
464,katherine,-14.4667,132.2667,21.18,83,61,1.54,AU,1680727398
465,praia da vitoria,38.7333,-27.0667,17.14,82,40,3.86,PT,1680727398
466,new amsterdam,6.25,-57.5167,26.77,69,58,3.43,GY,1680727399
467,tadine,-21.55,167.8833,26.97,81,1,7.1,NC,1680727399
468,srednekolymsk,67.45,153.6833,-15.75,80,7,1.07,RU,1680727400
469,blenheim,-41.516,173.9528,15.85,77,100,5.56,NZ,1680727400
470,nishihara,26.1842,127.7558,22.03,83,75,9.26,JP,1680727401
471,bantou,26.2151,117.4893,19.57,98,99,0.08,CN,1680727402
472,japaratuba,-10.5933,-36.9403,28.6,77,85,2.81,BR,1680727403
473,kholodnyy,62.7167,147.95,-13.38,95,100,1.46,RU,1680727404
474,havoysund,70.9963,24.6622,2.13,81,100,4.66,NO,1680727405
475,coihaique,-45.5752,-72.0662,17.97,59,40,3.09,CL,1680727200
476,kirakira,-10.4544,161.9205,28.01,76,100,0.49,SB,1680727406
477,morwell,-38.2333,146.4,11.33,98,70,1.48,AU,1680727407
478,sola,-13.8833,167.55,27.25,74,100,0.8,VU,1680727407
479,south lake tahoe,38.9332,-119.9844,5.73,35,0,3.6,US,1680727151
480,westport,41.1415,-73.3579,10.87,85,100,8.75,US,1680727239
481,aliwal north,-30.6937,26.7114,15.74,37,0,1.89,ZA,1680727409
482,kadirli,37.3739,36.0961,11.98,93,50,1.79,TR,1680727410
483,kysyl-syr,63.8986,122.7617,-32.24,100,54,1.9,RU,1680727411
484,ginir,7.1333,40.7,14.93,77,88,1.61,ET,1680727411
485,puerto varas,-41.3195,-72.9854,13.12,100,100,7.2,CL,1680727412
486,alihe,50.5667,123.7167,-0.39,57,100,0.94,CN,1680727413
487,homer,59.6425,-151.5483,3.36,87,100,3.6,US,1680727298
488,wagga wagga,-35.1167,147.3667,15.47,70,100,2.8,AU,1680727415
489,zyryanka,65.75,150.85,-11.34,93,100,0.8,RU,1680727416
490,riyadh,24.6877,46.7219,21.08,15,90,2.12,SA,1680726779
491,chernyy yar,48.0624,46.1091,14.69,50,100,2.49,RU,1680727417
492,patacamaya,-17.2333,-67.9167,15.29,18,45,4.54,BO,1680727418
493,marystown,47.1666,-55.1483,1.59,100,81,6.71,CA,1680727392
494,port lincoln,-34.7333,135.8667,16.85,77,10,3.5,AU,1680727419
495,krasnoshchekovo,51.6708,82.7289,1.51,68,2,1.21,RU,1680727419
496,grootfontein,-19.5667,18.1167,16.76,67,32,1.03,NA,1680727420
497,qui nhon,13.7667,109.2333,24.85,90,37,3.22,VN,1680727420
498,beruwala,6.4788,79.9828,25.23,85,96,1.47,LK,1680727421
499,inhambane,-23.865,35.3833,20.62,89,3,3.3,MZ,1680727421
500,bodden town,19.2833,-81.25,31.0,66,40,6.17,KY,1680727422
501,neuquen,-38.9516,-68.0591,24.94,47,0,0.0,AR,1680727162
502,laredo,27.5064,-99.5075,24.16,19,100,11.32,US,1680727422
503,inyonga,-6.7167,32.0667,18.5,96,100,1.24,TZ,1680727423
504,arrah,25.5667,84.6667,23.94,15,0,2.53,IN,1680727423
505,benito juarez,19.385,-99.165,30.0,13,20,5.14,MX,1680727424
506,half moon bay,37.4636,-122.4286,17.66,61,20,7.72,US,1680727424
507,santiago del estero,-27.7951,-64.2615,21.65,77,95,3.04,AR,1680727269
508,asau,46.4333,26.4,-1.49,99,100,1.62,RO,1680727425
509,shingu,33.7333,135.9833,15.34,93,100,5.1,JP,1680727154
510,santa isabel do rio negro,-0.4139,-65.0192,28.17,69,100,1.34,BR,1680727426
511,sungaipenuh,-2.0833,101.3833,17.36,98,100,0.49,ID,1680727426
512,opuwo,-18.0607,13.84,22.59,46,84,1.85,NA,1680727427
513,canguaretama,-6.38,-35.1289,25.99,74,100,4.97,BR,1680727427
514,methana,37.5823,23.3914,14.88,61,72,3.23,GR,1680727427
515,kuusamo,65.9667,29.1833,-3.98,80,0,1.03,FI,1680727428
516,chapais,49.7834,-74.8492,-3.12,76,100,5.67,CA,1680727429
517,klaksvik,62.2266,-6.589,7.51,86,46,2.95,FO,1680727429
518,prince rupert,54.3161,-130.3201,7.05,70,100,16.46,CA,1680727430
519,dubbo,-32.25,148.6167,14.07,88,93,2.57,AU,1680727430
520,matay,28.419,30.7792,19.23,33,0,4.28,EG,1680727430
521,bafq,31.6128,55.4107,19.05,15,0,0.92,IR,1680727431
522,phalodi,27.1333,72.3667,25.1,35,23,4.85,IN,1680727431
523,saravan,39.7196,45.6483,7.12,68,23,1.02,AM,1680727432
524,shilka,51.85,116.0333,-5.74,74,94,5.28,RU,1680727432
525,jaguarao,-32.5661,-53.3758,21.13,60,87,5.67,BR,1680727433
526,malanje,-9.5402,16.341,17.7,97,95,1.43,AO,1680727433
527,olinda,-8.0089,-34.8553,27.85,65,20,3.09,BR,1680727274
528,kawalu,-7.3817,108.2082,22.32,97,100,0.33,ID,1680727434
529,fukue,32.6881,128.8419,15.28,84,100,7.07,JP,1680727435
530,juneau,58.3019,-134.4197,5.68,95,100,6.17,US,1680727370
531,broome,42.2506,-75.833,20.43,68,40,6.69,US,1680727437
532,damaturu,11.747,11.9608,29.02,8,100,4.23,NG,1680727437
533,cayenne,4.9333,-52.3333,28.02,69,40,5.66,GF,1680727304
534,ipora,-16.4419,-51.1178,24.15,76,67,1.21,BR,1680727438
535,deputatskiy,69.3,139.9,-17.28,94,100,2.22,RU,1680727439
536,luocheng,29.3848,104.0286,10.19,77,100,2.59,CN,1680727439
537,yeniseysk,58.4497,92.1703,-5.68,90,100,2.07,RU,1680727439
538,honiara,-9.4333,159.95,27.16,82,100,2.03,SB,1680727245
539,touros,-5.1989,-35.4608,24.95,88,100,4.64,BR,1680727437
540,praia,14.9215,-23.5087,23.3,73,40,11.32,CV,1680727357
541,papar,5.7333,115.9333,24.0,84,47,1.6,MY,1680727441
542,kandrian,-6.2167,149.55,25.3,85,98,1.63,PG,1680727442
543,port keats,-14.25,129.55,26.2,76,100,2.25,AU,1680727443
544,nechanice,50.2374,15.6328,1.8,86,66,2.36,CZ,1680727444
545,nouakchott,18.0858,-15.9785,22.96,62,54,7.6,MR,1680727341
546,north las vegas,36.1989,-115.1175,15.45,14,0,4.12,US,1680727228
547,sur,22.5667,59.5289,24.48,64,0,4.29,OM,1680727446
548,ginda,30.6945,78.4932,8.87,41,98,3.36,IN,1680727447
549,fort nelson,58.8053,-122.7002,3.77,41,20,0.0,CA,1680727209
550,lagos,6.5833,3.75,26.56,83,44,2.54,NG,1680727228
551,amapa,1.0,-52.0,23.88,97,31,1.47,BR,1680727450
552,ozieri,40.586,9.0012,2.89,90,0,1.01,IT,1680727450
553,kayes,14.0,-11.0,33.79,6,22,2.27,ML,1680727451
554,nizhnevartovsk,60.9344,76.5531,2.01,69,0,3.13,RU,1680727451
555,san andres,12.5847,-81.7006,29.01,70,40,5.66,CO,1680727452
556,ruteng,-8.6136,120.4721,16.92,93,100,0.26,ID,1680727453
557,maraba,-5.3686,-49.1178,29.1,74,20,1.54,BR,1680727454
558,koungou,-12.7336,45.2042,25.84,89,0,2.06,YT,1680727454
559,kiama,-34.6833,150.8667,15.25,91,100,1.83,AU,1680727455
560,viedma,-40.8135,-62.9967,25.87,30,67,7.51,AR,1680727456
561,axim,4.8699,-2.2405,26.81,85,84,3.19,GH,1680727457
562,krasnyy,54.5678,31.4333,7.36,90,90,5.31,RU,1680727457
563,qasigiannguit,68.8193,-51.1922,-10.86,97,5,0.62,GL,1680727458
564,margate,51.3813,1.3862,8.82,73,100,0.89,GB,1680727459
565,muros,42.7762,-9.0603,10.94,67,34,4.31,ES,1680727460
566,awjilah,29.1081,21.2869,21.08,20,0,4.6,LY,1680727460
567,kochi,9.9399,76.2602,26.99,81,99,0.97,IN,1680727461
568,pindiga,9.9833,10.9333,31.19,14,85,1.11,NG,1680727462
569,waris aliganj,25.0167,85.6333,24.6,19,0,2.0,IN,1680727463
570,ust-nera,64.5667,143.2,-12.0,97,100,2.34,RU,1680727464
571,invermere,50.5167,-116.0354,6.87,33,99,0.54,CA,1680727465
572,rexburg,43.826,-111.7897,-0.01,48,0,3.09,US,1680727465
573,uchiza,-8.4592,-76.4633,26.5,87,100,0.3,PE,1680727466
574,madera,37.1666,-119.8343,16.59,45,29,2.3,US,1680727347
575,bandarbeyla,9.4942,50.8122,27.31,79,48,3.5,SO,1680727467
576,lisakovsk,52.5369,62.4936,7.28,55,87,2.83,KZ,1680727468
577,ulverstone,-41.15,146.1667,14.01,87,100,3.64,AU,1680727468
578,ribeira brava,32.65,-17.0667,18.34,52,3,3.36,PT,1680727469
579,ust-ilimsk,58.0006,102.6619,-14.26,96,83,2.29,RU,1680727471
580,bolobo,-2.1667,16.2333,23.37,83,82,0.68,CD,1680727472
581,porto novo,6.4965,2.6036,28.9,78,100,3.95,BJ,1680727473
582,marzuq,14.4,46.4667,22.27,68,40,3.12,YE,1680727476
583,linjiang,41.8069,126.9078,5.75,96,100,0.55,CN,1680727476
584,genhe,50.7833,121.5167,-1.61,70,100,1.08,CN,1680727477
585,kashi,39.4547,75.9797,5.56,22,6,2.0,CN,1680727478
586,bam,29.106,58.357,18.91,18,0,1.18,IR,1680727478
587,wasilla,61.5814,-149.4394,3.55,75,100,1.79,US,1680727180
588,zhigalovo,54.8097,105.1578,-14.89,99,80,0.73,RU,1680727479
589,porto santo,33.072,-16.3415,17.21,72,40,9.77,PT,1680727480
590,matamoros,25.5333,-103.25,30.06,11,20,3.09,MX,1680727480
591,peachland,49.7665,-119.7357,12.31,31,79,1.79,CA,1680727480
592,paro,27.4305,89.4133,6.82,96,75,1.13,BT,1680727481
593,itarema,-2.9248,-39.9167,25.63,83,81,2.35,BR,1680727481
